match_id,league_code,home_team,away_team,disagreement_line_std,disagreement_water_std,disagreement_level,disagreement_outlier,bookmaker_line_mean,bookmaker_line_std
4f405dc05883,ISA,拉齐奥,维罗纳,0.14433756729740646,0.12701705922171772,轻微分歧,Macau异类(+1.00 vs 中位数+0.75),0.8333333333333334,0.14433756729740646
63ac909c8a8f,LLG,赫塔费,皇家社会,0.14433756729740643,0.13316656236958782,轻微分歧,Macau异类(-0.50 vs 中位数-0.25),-0.3333333333333333,0.14433756729740643
f499b9dcc539,ISA,尤文图斯,萨勒尼塔纳,0.0,0.056862407030773256,一致,无异常,1.25,0.0
aa1d95c30865,FL1,摩纳哥,里昂,0.0,0.025166114784235805,一致,无异常,0.0,0.0
ccc5eb05005b,LLG,皇家贝蒂斯,比利亚雷亚尔,0.0,0.07571877794400368,一致,无异常,0.0,0.0
637d95ea3b93,ISA,恩波利,罗马,0.14433756729740646,0.11846237095944578,轻微分歧,Crown异类(-1.00 vs 中位数-0.75),-0.8333333333333334,0.14433756729740646
c953165a230d,LLG,阿尔梅里亚,奥萨苏纳,0.0,0.005773502691896263,一致,无异常,0.0,0.0
0171c6968455,UCL,比尔森胜利,国际米兰,0.14433756729740646,0.14011899704655809,轻微分歧,Bet365异类(-1.00 vs 中位数-1.25),-1.1666666666666667,0.14433756729740646
c7edd43d4108,UCL,葡萄牙体育,托特纳姆热刺,0.0,0.07937253933193773,一致,无异常,-0.5,0.0
982243eebbb1,UCL,马赛,法兰克福,0.14433756729740643,0.09237604307034007,轻微分歧,Bet365异类(+0.25 vs 中位数+0.50),0.4166666666666667,0.14433756729740643
e01584b2e52b,UCL,拜仁慕尼黑,巴塞罗那,0.0,0.056862407030773256,一致,无异常,0.75,0.0
96a4811acefc,UCL,利物浦,阿贾克斯,0.0,0.04163331998932269,一致,无异常,1.25,0.0
525afb5f6cf2,UCL,波尔图,布鲁日,0.25,0.07094598884597589,高度分歧,Bet365异类(+0.75 vs 中位数+1.00),1.0,0.25
2ce52556a971,UCL,勒沃库森,马德里竞技,0.0,0.02886751345948125,一致,无异常,-0.25,0.0
0e40de1a2c53,UCL,AC米兰,萨格勒布迪纳摩,0.14433756729740646,0.04582575694955839,轻微分歧,Macau异类(+1.50 vs 中位数+1.25),1.3333333333333333,0.14433756729740646
0028713e77b3,UCL,顿涅茨克矿工,凯尔特人,0.0,0.019999999999999962,一致,无异常,-0.25,0.0
5a28a85f24c6,UCL,格拉斯哥流浪者,那不勒斯,0.0,0.10440306508910549,一致,无异常,-0.75,0.0
329fda331785,UCL,切尔西,FC萨尔茨堡,0.0,0.04999999999999999,一致,无异常,1.25,0.0
56e2ac04f5f7,UCL,皇家马德里,RB莱比锡,0.14433756729740646,0.03511884584284249,轻微分歧,Bet365异类(+1.25 vs 中位数+1.00),1.0833333333333333,0.14433756729740646
